2017/05/18 04:32:36 [crit] 15920#15920: *14 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /contactos/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/contactos/", host: "127.0.0.1"
2017/05/25 01:38:24 [crit] 2563#2563: *139 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/myapp/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/myapp/", host: "127.0.0.1"
2017/05/25 01:38:28 [crit] 2563#2563: *139 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/myapp/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/myapp/", host: "127.0.0.1"
2017/05/25 01:39:48 [error] 2563#2563: *142 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 127.0.0.1, server: localhost, request: "GET / HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/", host: "127.0.0.1"
2017/05/25 02:03:54 [crit] 2563#2563: *216 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/", host: "127.0.0.1"
2017/05/25 02:04:36 [error] 2563#2563: *216 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/", host: "127.0.0.1"
2017/05/25 02:04:38 [crit] 2563#2563: *216 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/", host: "127.0.0.1"
2017/05/25 02:05:39 [crit] 2563#2563: *216 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/", host: "127.0.0.1"
2017/05/25 02:07:35 [crit] 2563#2563: *216 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/myapp/votacao/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/myapp/votacao/", host: "127.0.0.1"
2017/05/25 02:07:41 [crit] 2563#2563: *216 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/myapp HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/myapp", host: "127.0.0.1"
2017/05/25 02:20:55 [crit] 2563#2563: *252 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/", host: "127.0.0.1"
2017/05/25 02:23:10 [crit] 2562#2562: *266 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/myapp/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/myapp/", host: "127.0.0.1"
2017/05/25 02:23:41 [crit] 2562#2562: *266 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/", host: "127.0.0.1"
2017/05/25 02:24:22 [error] 2562#2562: *266 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/", host: "127.0.0.1"
2017/05/25 02:24:26 [crit] 2562#2562: *266 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/", host: "127.0.0.1"
2017/05/25 02:25:37 [error] 2562#2562: *273 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/", host: "127.0.0.1"
2017/05/25 02:34:55 [error] 2562#2562: *279 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/myapp/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/myapp/", host: "127.0.0.1"
2017/05/25 02:36:45 [error] 2562#2562: *281 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/myapp/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/myapp/", host: "127.0.0.1"
2017/05/25 23:00:46 [crit] 2563#2563: *304 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/", host: "127.0.0.1"
2017/05/25 23:00:52 [crit] 2563#2563: *304 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/", host: "127.0.0.1"
2017/05/25 23:02:45 [crit] 2563#2563: *307 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/", host: "127.0.0.1"
2017/05/25 23:02:54 [crit] 2563#2563: *307 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/", host: "127.0.0.1"
2017/05/25 23:05:34 [error] 2563#2563: *310 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/", host: "127.0.0.1"
2017/05/25 23:05:36 [crit] 2563#2563: *310 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/", host: "127.0.0.1"
2017/05/25 23:05:38 [crit] 2563#2563: *310 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/", host: "127.0.0.1"
2017/05/25 23:28:35 [crit] 2563#2563: *319 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/", host: "127.0.0.1"
2017/05/26 01:16:23 [crit] 2252#2252: *113 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /votacao/votos/2/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/votacao/votos/2/", host: "127.0.0.1"
2017/05/27 01:16:17 [error] 2255#2255: *637 open() "/home/ricardo/PortalJunta/myapp/static/" image.src + "" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/%22%20image.src%20%2B%20%22 HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/noticias/"
2017/05/27 01:17:21 [error] 2255#2255: *644 open() "/home/ricardo/PortalJunta/myapp/static/" + image.src + "" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/%22%20%2B%20image.src%20%2B%20%22 HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/noticias/"
2017/05/27 01:19:07 [error] 2255#2255: *658 open() "/home/ricardo/PortalJunta/myapp/static/" + image.src + "" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/%22%20%2B%20image.src%20%2B%20%22 HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/noticias/"
2017/05/27 01:19:30 [error] 2255#2255: *656 open() "/home/ricardo/PortalJunta/myapp/static/" + image.src + "" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/%22%20%2B%20image.src%20%2B%20%22 HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/noticias/"
2017/05/27 01:26:52 [error] 2255#2255: *666 open() "/home/ricardo/PortalJunta/myapp/static/" + image.src + "" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/%22%20%2B%20image.src%20%2B%20%22 HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/noticias/"
2017/05/27 01:31:17 [error] 2255#2255: *674 open() "/home/ricardo/PortalJunta/myapp/static/image.src" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/image.src HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/noticias/"
2017/05/27 01:32:22 [error] 2255#2255: *679 open() "/home/ricardo/PortalJunta/myapp/static/ + image.src + " failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/%20%2B%20image.src%20%2B%20 HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/noticias/"
2017/05/27 01:34:22 [error] 2255#2255: *688 open() "/home/ricardo/PortalJunta/myapp/static/" + image.src + "" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/%22%20%2B%20image.src%20%2B%20%22 HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/noticias/"
2017/05/27 01:37:10 [error] 2255#2255: *696 open() "/home/ricardo/PortalJunta/myapp/static/ image.src " failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/%20image.src%20 HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/noticias/"
2017/05/27 01:39:56 [error] 2255#2255: *704 open() "/home/ricardo/PortalJunta/myapp/static/"+ image.src + "" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/%22%2B%20image.src%20%2B%20%22 HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/noticias/"
2017/05/27 01:44:23 [error] 2255#2255: *725 open() "/home/ricardo/PortalJunta/myapp/static/ + image.src + " failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/%20%2B%20image.src%20%2B%20 HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/noticias/"
2017/05/27 01:47:36 [error] 2255#2255: *733 open() "/home/ricardo/PortalJunta/myapp/static/"+image.src+"" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/%22%2Bimage.src%2B%22 HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/noticias/"
2017/05/27 01:50:19 [error] 2255#2255: *742 open() "/home/ricardo/PortalJunta/myapp/static/image.src" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/image.src HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/noticias/"
2017/05/27 01:53:17 [error] 2255#2255: *749 directory index of "/home/ricardo/PortalJunta/myapp/static/" is forbidden, client: 127.0.0.1, server: localhost, request: "GET /myapp/static/ HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/noticias/"
2017/05/27 01:55:03 [error] 2255#2255: *753 open() "/home/ricardo/PortalJunta/myapp/static/"+ image.src + "" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/%22%2B%20image.src%20%2B%20%22 HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/noticias/"
2017/05/27 02:05:59 [error] 2255#2255: *761 open() "/home/ricardo/PortalJunta/myapp/static/ + tmp.imagem + " failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/%20%2B%20tmp.imagem%20%2B%20 HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/noticias/"
2017/05/27 02:06:01 [error] 2255#2255: *761 open() "/home/ricardo/PortalJunta/myapp/static/ + tmp.imagem + " failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/%20%2B%20tmp.imagem%20%2B%20 HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/noticias/"
2017/05/29 11:14:59 [crit] 3165#3165: *92 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /noticias/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/noticias/", host: "127.0.0.1"
2017/05/29 12:22:53 [crit] 3165#3165: *169 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /noticias/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/noticias/", host: "127.0.0.1"
2017/05/29 15:48:09 [crit] 3165#3165: *539 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/", host: "127.0.0.1"
2017/05/29 15:48:16 [crit] 3165#3165: *539 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/", host: "127.0.0.1"
2017/05/29 15:48:19 [crit] 3165#3165: *539 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/", host: "127.0.0.1"
2017/05/29 19:27:12 [crit] 3165#3165: *959 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /ocorrencia/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/ocorrencia/", host: "127.0.0.1"
2017/05/29 19:27:15 [crit] 3165#3165: *959 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /ocorrencia/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/ocorrencia/", host: "127.0.0.1"
2017/05/29 20:13:02 [error] 3165#3165: *1119 open() "/home/ricardo/PortalJunta/media/img2.png" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /media/img2.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/admin/myapp/ocorrencia/12/change/"
2017/05/29 23:55:50 [crit] 3166#3166: *1627 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /ocorrencia/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/ocorrencia/", host: "127.0.0.1"
2017/05/30 00:19:15 [crit] 3166#3166: *1717 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /ocorrencia/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/ocorrencia/", host: "127.0.0.1"
2017/05/30 00:19:21 [crit] 3166#3166: *1717 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /ocorrencia/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/ocorrencia/", host: "127.0.0.1"
2017/05/30 00:19:25 [crit] 3166#3166: *1717 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /ocorrencia/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/ocorrencia/", host: "127.0.0.1"
2017/05/30 00:24:01 [error] 3166#3166: *1721 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 127.0.0.1, server: localhost, request: "GET /ocorrencia/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/ocorrencia/", host: "127.0.0.1"
2017/05/30 00:24:08 [crit] 3166#3166: *1721 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /ocorrencia/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/ocorrencia/", host: "127.0.0.1"
2017/05/30 00:24:12 [crit] 3166#3166: *1721 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /ocorrencia/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/ocorrencia/", host: "127.0.0.1"
2017/05/30 00:25:57 [crit] 3166#3166: *1725 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /ocorrencia/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/ocorrencia/", host: "127.0.0.1"
2017/05/30 00:25:59 [crit] 3166#3166: *1725 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /ocorrencia/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/ocorrencia/", host: "127.0.0.1"
2017/05/30 00:26:25 [error] 3166#3166: *1728 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 127.0.0.1, server: localhost, request: "GET /ocorrencia/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/ocorrencia/", host: "127.0.0.1"
2017/05/30 00:26:29 [crit] 3166#3166: *1728 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /ocorrencia/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/ocorrencia/", host: "127.0.0.1"
2017/05/30 00:26:39 [error] 3166#3166: *1728 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 127.0.0.1, server: localhost, request: "GET /ocorrencia/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/ocorrencia/", host: "127.0.0.1"
2017/05/30 00:28:26 [crit] 3166#3166: *1732 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /ocorrencia/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/ocorrencia/", host: "127.0.0.1"
2017/05/30 00:28:47 [crit] 3166#3166: *1732 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /ocorrencia/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/ocorrencia/", host: "127.0.0.1"
2017/05/30 19:06:26 [error] 3165#3165: *2373 open() "/home/ricardo/PortalJunta/myapp/static/img/executivo_junta/juntacargo4.jpg" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/img/executivo_junta/juntacargo4.jpg HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/junta/executivo/"
2017/05/30 19:06:26 [error] 3165#3165: *2374 open() "/home/ricardo/PortalJunta/myapp/static/img/executivo_junta/juntacargo5.jpg" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/img/executivo_junta/juntacargo5.jpg HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/junta/executivo/"
2017/05/30 19:06:26 [error] 3165#3165: *2374 open() "/home/ricardo/PortalJunta/myapp/static/img/executivo_junta/juntacargo4.jpg" failed (2: No such file or directory), client: 127.0.0.1, server: localhost, request: "GET /myapp/static/img/executivo_junta/juntacargo4.jpg HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/junta/executivo/"
2017/05/31 17:54:15 [crit] 3165#3165: *2443 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/", host: "127.0.0.1"
2017/05/31 17:54:18 [crit] 3165#3165: *2443 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /admin/ HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/admin/", host: "127.0.0.1"
2017/06/02 12:38:00 [crit] 3004#3004: *191 connect() to unix://home/ricardo/PortalJunta/PortalJunta.sock failed (2: No such file or directory) while connecting to upstream, client: 127.0.0.1, server: localhost, request: "GET /manager/utilizador/4 HTTP/1.1", upstream: "http://unix://home/ricardo/PortalJunta/PortalJunta.sock:/manager/utilizador/4", host: "127.0.0.1"
